"","Value","Age","Overall","Potential","Nationality","International.Reputation","Preferred.Foot.Right","Weak.Foot","GKDiving","GKHandling","GKKicking","GKPositioning","GKReflexes","DefensiveAwareness","Wage","Special","Height","Weight","Release.Clause"
"1257",925000,21,63,72,"Argentina",1,1,2,64,63,55,60,64,20,1000,948,184,84,1500000
"1258",275000,18,55,72,"England",1,1,2,56,54,49,54,57,5,500,948,185,67,653000
"1259",925000,24,65,71,"Canada",1,0,1,63,63,55,67,66,8,1000,948,191,79,1500000
"1260",475000,21,60,70,"Spain",1,1,3,59,60,57,59,63,11,950,948,183,75,855000
"1261",675000,26,64,69,"Argentina",1,1,2,65,64,62,65,61,15,3000,948,179,83,1100000
"1263",675000,19,61,75,"Germany",1,1,3,63,60,59,57,64,12,1000,947,190,96,1600000
"1264",1600000,20,66,76,"Brazil",1,1,4,65,63,60,66,70,12,10000,947,192,85,3e+06
"1266",925000,22,63,71,"France",1,1,2,64,63,59,61,63,11,1000,947,185,80,1900000
"1267",1600000,20,66,76,"Mexico",1,1,2,66,66,64,64,69,8,1000,946,188,80,2600000
"1268",925000,22,63,74,"France",1,1,3,63,60,59,61,65,11,2000,946,190,83,1600000
"1269",1100000,19,63,80,"Germany",1,1,3,64,63,64,65,64,18,2000,946,183,80,2600000
"1270",850000,20,62,74,"Netherlands",1,1,2,64,60,62,57,62,6,1000,946,188,83,1400000
"1271",4400000,20,72,80,"Turkey",1,1,1,72,74,65,70,73,6,14000,946,195,88,9200000
"1272",1700000,20,65,81,"Argentina",1,1,3,63,59,63,67,69,10,2000,945,193,87,3600000
"1273",1300000,18,64,81,"Belgium",1,1,3,70,60,58,58,67,7,500,944,193,72,2600000
"1274",825000,19,64,78,"Spain",1,1,3,60,64,62,64,65,15,1000,944,188,85,2100000
"1275",2e+06,23,67,75,"Spain",1,1,3,66,67,68,65,66,12,3000,944,189,79,3600000
"1276",1200000,20,64,78,"Venezuela",1,1,3,65,63,58,62,67,7,500,944,193,78,3300000
"1277",1e+05,34,64,64,"Switzerland",1,1,3,64,65,59,66,63,20,3000,943,188,83,150000
"1278",9e+05,19,62,78,"Turkey",1,1,2,64,61,61,59,68,5,850,942,198,86,2400000
"1279",1500000,21,65,78,"Argentina",1,1,3,68,65,59,64,69,14,2000,940,193,87,3200000
"1281",1800000,21,66,78,"Poland",1,0,3,68,65,64,66,68,11,2000,940,189,84,2800000
"1282",675000,23,62,69,"Argentina",1,1,3,61,56,64,58,69,11,3000,940,182,68,1600000
"1283",750000,20,61,77,"Norway",1,1,2,63,61,56,61,62,16,500,940,186,76,1400000
"1286",1400000,23,65,75,"Northern Ireland",1,0,3,64,65,64,66,66,17,8000,939,198,86,2800000
"1287",575000,27,64,67,"Slovenia",1,1,3,65,65,60,64,66,5,2000,939,188,82,906000
"1288",1500000,24,68,73,"Croatia",1,0,2,69,68,66,68,69,14,5000,939,194,90,2400000
"1289",575000,27,64,67,"Germany",1,1,2,62,66,59,65,66,9,2000,938,185,76,963000
"1291",725000,18,61,77,"Italy",1,1,3,64,60,61,58,64,13,1000,937,185,73,1800000
"1292",850000,20,62,75,"United States",1,1,1,63,60,59,62,62,12,750,936,188,86,1800000
"1293",250000,23,58,64,"Germany",1,1,3,61,59,56,58,62,30,650,936,186,80,413000
"1294",1900000,20,67,78,"Germany",1,1,2,67,64,66,66,70,8,3000,935,190,91,3e+06
"1295",1e+06,20,63,77,"Spain",1,0,3,58,62,63,68,66,10,2000,935,187,80,2700000
"1296",475000,19,59,74,"France",1,0,2,60,55,56,55,62,8,750,934,194,82,1200000
"1297",1700000,21,66,76,"Germany",1,0,2,69,65,67,65,68,16,8000,933,193,84,3100000
"1298",425000,23,59,68,"Mexico",1,1,3,62,60,58,55,62,7,2000,933,190,88,808000
"1299",450000,17,58,76,"England",1,1,3,58,55,59,59,57,8,500,933,193,82,911000
"1300",1100000,23,66,72,"Japan",1,1,3,67,66,60,63,68,7,2000,933,198,97,1600000
"1301",375000,29,63,64,"Germany",1,1,3,65,62,51,64,62,10,2000,931,190,89,609000
"1302",350000,19,57,70,"Spain",1,1,3,60,53,63,52,63,8,1000,931,183,79,954000
"1303",650000,17,61,74,"Spain",1,1,2,62,57,58,60,61,8,500,931,177,65,1400000
"1304",4500000,24,72,80,"Slovakia",1,1,3,70,73,77,71,70,8,11000,930,197,82,10800000
"1306",775000,21,62,73,"Uruguay",1,1,3,64,59,53,55,66,11,500,928,187,87,1900000
"1307",450000,21,59,68,"Japan",1,1,2,60,55,57,54,62,14,700,928,195,80,675000
"1308",475000,21,60,71,"Korea Republic",1,1,2,60,60,54,63,61,8,700,928,185,86,689000
"1309",1e+06,19,63,76,"Spain",1,1,2,65,62,65,63,64,7,1000,927,194,80,2700000
"1310",1800000,18,67,77,"Cameroon",1,1,3,72,68,65,66,72,6,1000,927,180,74,3800000
"1311",1600000,25,69,74,"Germany",1,1,3,72,65,48,68,73,11,6000,927,184,85,2600000
"1312",1500000,24,66,73,"Poland",1,1,2,68,63,61,66,70,9,3000,926,192,83,3200000
"1313",475000,23,60,68,"Germany",1,1,4,60,57,57,55,64,18,800,926,192,84,784000
"1314",2100000,20,67,81,"Spain",1,1,3,70,67,62,69,66,5,1000,926,182,79,4600000
"1315",625000,23,61,70,"Ecuador",1,1,3,59,58,63,59,63,14,500,926,188,98,1500000
"1316",1500000,24,66,73,"Senegal",1,1,3,74,65,60,56,69,11,2000,926,195,77,3500000
"1317",1e+06,20,63,77,"Belgium",1,1,3,63,62,63,64,65,7,2000,926,189,83,2e+06
"1318",170000,24,56,61,"Germany",1,1,3,61,57,52,51,56,11,3000,926,196,90,319000
"1319",2700000,22,69,79,"Czech Republic",1,1,3,70,67,56,66,71,11,3000,925,192,80,6200000
"1320",9e+05,19,62,78,"Spain",1,1,3,60,69,60,59,61,5,600,925,178,74,2e+06
"1321",1700000,21,66,75,"England",1,1,1,67,62,64,64,67,12,2000,925,190,70,3500000
"1322",350000,21,58,65,"Germany",1,1,2,58,57,56,54,60,7,2000,925,189,83,7e+05
"1323",170000,31,61,61,"Argentina",1,1,2,62,58,56,58,63,20,2000,925,188,89,247000
"1324",525000,20,60,75,"Bolivia",1,1,2,60,60,58,59,59,6,500,924,174,70,1500000
"1325",675000,19,61,75,"Belgium",1,1,2,66,58,55,60,63,8,850,924,188,83,1400000
"1326",1400000,23,65,74,"England",1,1,2,63,61,61,63,69,10,7000,924,186,72,2900000
"1327",850000,22,62,74,"Germany",1,1,4,65,62,66,65,63,10,2000,924,195,97,1500000
"1328",475000,17,60,74,"Turkey",1,0,2,66,59,63,58,65,6,500,924,188,85,1200000
"1329",1100000,22,64,74,"United States",1,1,2,67,64,59,64,67,7,1000,924,193,83,1900000
"1330",775000,22,62,70,"United States",1,1,2,62,59,59,62,66,8,2000,923,187,83,1500000
"1331",5e+05,17,59,78,"Italy",1,1,2,60,58,57,55,63,10,500,923,189,71,1200000
"1332",1300000,25,68,72,"France",1,0,3,73,65,61,67,69,9,7000,923,196,82,2700000
"1334",4e+05,22,58,68,"England",1,1,3,61,58,60,57,57,13,1000,923,190,79,780000
"1335",475000,21,60,68,"Germany",1,1,3,62,61,61,60,62,13,500,921,190,80,784000
"1336",1800000,20,66,78,"Brazil",1,1,1,68,66,63,67,69,6,1000,921,194,88,4100000
"1337",550000,18,60,77,"Colombia",1,1,3,61,56,56,58,62,7,500,920,186,77,1600000
"1339",1500000,19,65,79,"France",1,1,3,65,64,59,63,66,5,2000,920,191,84,3900000
"1340",325000,22,57,67,"Scotland",1,1,2,58,57,56,57,59,13,500,920,186,80,569000
"1341",925000,22,65,71,"Germany",1,1,3,67,63,59,65,66,12,2000,920,192,84,1500000
"1342",1800000,24,69,75,"Netherlands",1,1,3,71,68,71,65,72,15,8000,920,195,90,3800000
"1344",575000,19,60,77,"Senegal",1,1,2,62,54,63,62,62,7,900,919,185,72,1500000
"1345",1400000,22,65,74,"Sweden",1,1,3,67,64,65,66,67,9,2000,919,186,74,2700000
"1346",325000,18,56,74,"Austria",1,1,3,53,55,53,57,56,20,500,918,194,85,691000
"1348",1300000,19,64,80,"Ukraine",1,1,3,65,60,62,63,66,8,500,918,190,81,3700000
"1349",475000,20,59,71,"Spain",1,1,3,61,62,61,59,63,20,1000,917,183,79,1100000
"1350",550000,24,65,71,"Russia",1,1,2,62,69,62,64,63,7,7000,917,192,80,935000
"1351",250000,31,63,63,"Paraguay",1,0,2,65,62,66,61,62,5,500,916,180,74,538000
"1352",550000,18,59,79,"Netherlands",1,1,3,61,59,61,56,59,5,900,916,184,72,1600000
"1353",350000,20,57,70,"England",1,1,3,59,56,57,56,58,10,3000,915,188,79,884000
"1354",425000,20,58,72,"Spain",1,0,3,57,62,54,57,61,8,900,915,189,86,946000
"1355",350000,20,57,71,"India",1,1,2,56,56,56,54,63,13,500,915,180,70,691000
"1356",250000,17,54,74,"United States",1,1,2,56,54,55,54,54,8,500,915,193,89,613000
"1357",775000,21,62,72,"Lithuania",1,1,2,62,60,58,59,64,8,2000,913,194,85,1600000
"1358",3e+05,18,54,75,"Germany",1,1,2,56,55,49,51,54,10,500,912,193,84,840000
"1359",350000,23,58,65,"Israel",1,1,4,62,52,54,55,63,13,2000,912,190,80,7e+05
"1360",240000,18,54,72,"Germany",1,1,3,57,55,54,48,55,9,500,912,187,84,498000
"1361",875000,23,65,70,"France",1,1,2,65,66,64,66,67,9,1000,911,194,90,1600000
"1362",675000,25,65,67,"Austria",1,1,3,65,62,57,63,67,12,3000,911,192,82,1e+06
"1363",825000,19,62,77,"Germany",1,1,3,65,62,66,61,64,9,1000,911,186,80,1900000
"1365",375000,29,63,64,"Netherlands",1,1,4,65,64,60,64,62,11,2000,910,185,78,572000
"1367",3e+05,24,59,65,"Colombia",1,1,3,62,57,62,54,63,12,500,909,184,78,465000
"1368",775000,21,62,73,"Netherlands",1,1,2,61,62,58,61,63,10,1000,909,193,83,1300000
"1369",240000,25,60,62,"Italy",1,1,2,65,62,58,59,62,14,550,909,184,84,402000
"1370",575000,27,64,67,"Germany",1,1,3,69,59,40,68,64,10,2000,908,197,92,877000
"1372",450000,17,58,74,"France",1,1,2,59,54,53,54,60,6,500,907,185,78,1100000
"1373",925000,22,63,73,"Senegal",1,1,3,67,58,56,55,68,14,2000,907,193,78,2e+06
"1374",1200000,22,65,72,"Germany",1,1,3,65,63,59,64,67,6,5000,907,193,83,2500000
"1375",190000,18,53,68,"Republic of Ireland",1,1,3,55,53,53,52,52,9,500,906,191,65,413000
"1376",350000,17,55,76,"Croatia",1,1,2,60,53,50,48,52,16,500,906,185,71,1100000
"1378",550000,18,60,78,"Norway",1,1,3,62,60,59,60,63,9,500,904,190,85,1100000
"1381",775000,21,62,71,"Turkey",1,1,2,61,62,56,59,62,22,1000,904,191,86,1700000
"1382",350000,20,57,71,"Denmark",1,1,3,60,57,57,59,60,10,1000,904,191,80,656000
"1383",475000,20,58,75,"Denmark",1,1,3,62,56,56,55,59,12,1000,903,188,75,891000
"1384",4e+05,21,58,68,"Germany",1,1,2,62,59,58,57,65,5,950,903,186,79,7e+05
"1386",110000,23,51,60,"Guyana",1,1,2,52,50,49,49,53,15,900,902,201,98,215000
"1387",1e+06,22,63,75,"Ghana",1,1,3,72,57,58,60,70,9,2000,902,190,77,1700000
"1388",2e+05,25,57,63,"Mexico",1,1,2,63,52,60,53,62,19,1000,902,188,72,370000
"1389",4e+05,18,58,73,"Cameroon",1,1,3,57,58,53,59,59,9,500,901,188,87,950000
"1390",1e+06,20,63,77,"Belgium",1,0,3,67,62,59,56,68,7,2000,901,194,78,2e+06
"1391",450000,31,66,66,"Thailand",1,1,4,68,64,61,68,68,20,3000,901,183,78,675000
"1392",230000,21,54,66,"Scotland",1,1,2,55,56,57,56,55,9,2000,901,185,71,506000
"1393",3e+05,19,55,73,"Netherlands",1,0,3,54,58,57,44,60,12,500,901,188,77,638000
"1394",1100000,22,66,72,"Germany",1,1,3,70,67,60,62,64,10,3000,900,195,91,1800000
"1395",525000,19,59,76,"Germany",1,1,3,62,57,59,57,62,8,1000,900,191,88,1300000
"1396",550000,25,63,68,"Senegal",1,1,3,64,63,66,58,64,14,750,899,190,80,729000
"1397",375000,31,65,65,"Uruguay",1,1,1,70,58,72,68,63,7,500,899,191,84,825000
"1398",2300000,24,68,76,"Canada",1,0,3,68,62,53,66,76,8,2000,899,190,75,3900000
"1399",525000,19,59,76,"Poland",1,1,2,61,59,56,57,61,5,550,899,193,80,1100000
"1400",375000,20,58,68,"Mexico",1,1,2,59,57,61,56,63,6,1000,898,184,76,713000
"1401",375000,29,63,64,"Brazil",1,1,2,61,64,55,64,60,9,2000,897,193,77,816000
"1402",775000,22,62,73,"Norway",1,1,2,63,62,58,60,63,11,700,897,190,85,1100000
"1403",725000,18,61,79,"Netherlands",1,1,3,64,62,66,62,63,9,500,896,190,75,1500000
"1404",4e+05,22,58,68,"Germany",1,1,3,62,61,59,56,56,14,2000,896,186,82,8e+05
"1405",875000,25,65,71,"Germany",1,1,2,66,67,54,65,68,11,950,895,190,82,1400000
"1406",180000,24,56,62,"France",1,1,2,60,55,54,53,61,11,2000,894,178,70,396000
"1407",275000,17,53,75,"Russia",1,1,2,50,53,47,54,52,7,500,893,189,84,715000
"1408",325000,21,57,66,"Mexico",1,1,3,57,58,60,58,61,15,3000,893,182,81,585000
"1409",775000,22,62,70,"Togo",1,1,3,62,59,53,61,63,7,6000,892,197,83,1600000
"1410",325000,18,56,74,"Estonia",1,1,2,56,54,56,58,54,9,900,892,193,77,821000
"1411",850000,20,62,75,"Senegal",1,1,3,62,62,60,61,64,5,3000,890,198,80,2200000
"1412",250000,19,55,70,"England",1,1,2,56,55,55,54,56,13,650,889,185,85,594000
"1413",575000,20,60,77,"Argentina",1,1,3,57,58,64,62,60,9,2000,889,195,83,1600000
"1414",750000,20,62,71,"Spain",1,1,3,66,61,60,59,67,6,2000,889,188,74,1700000
"1415",1e+06,20,63,76,"Spain",1,1,3,66,62,58,58,63,7,11000,888,190,76,2700000
"1416",650000,17,61,76,"Brazil",1,1,3,59,61,59,63,65,8,500,888,195,80,1500000
"1417",2e+05,22,53,65,"Romania",1,0,3,54,56,50,52,53,8,850,888,185,77,310000
"1418",925000,24,65,71,"Turkey",1,1,2,64,65,62,62,73,13,2000,888,193,86,2e+06
"1419",775000,21,62,70,"Spain",1,1,3,66,67,58,60,58,6,2000,887,188,74,1800000
"1420",275000,18,55,72,"England",1,0,1,57,56,48,55,52,9,500,886,180,74,653000
"1421",775000,21,62,73,"Canada",1,1,1,63,58,52,61,65,8,750,886,193,86,1300000
"1422",450000,21,58,70,"Germany",1,1,3,65,56,54,58,57,11,550,886,200,93,743000
"1424",375000,18,57,76,"Italy",1,1,3,62,51,49,55,60,10,500,886,189,85,872000
"1426",475000,18,57,78,"Brazil",1,1,1,60,50,52,56,64,7,1000,884,191,78,1400000
"1427",650000,21,61,72,"Turkey",1,1,2,63,59,62,58,64,22,1000,883,189,79,1400000
"1428",275000,18,55,72,"Germany",1,1,4,54,55,59,52,55,7,500,883,188,75,639000
"1430",475000,25,62,67,"Germany",1,1,3,59,59,57,63,66,7,2000,882,197,105,724000
"1431",250000,17,54,74,"Japan",1,1,2,57,50,52,44,61,10,500,881,189,84,575000
"1432",3e+05,17,55,75,"Germany",1,0,4,56,55,54,53,59,8,500,881,189,75,840000
"1433",375000,20,58,67,"Greece",1,1,2,64,55,53,48,65,6,500,880,188,77,9e+05
"1434",375000,19,58,69,"France",1,1,2,60,62,60,58,59,7,1000,880,187,70,825000
"1435",475000,20,60,71,"Portugal",1,0,2,61,59,53,58,61,5,600,879,186,80,1100000
"1436",180000,18,52,71,"South Africa",1,1,3,58,48,46,38,61,6,500,878,190,73,509000
"1437",650000,18,59,81,"England",1,1,3,62,57,63,56,60,8,500,878,183,79,1900000
"1438",2e+05,20,53,65,"Scotland",1,1,2,54,53,55,50,51,10,600,876,183,78,390000
"1439",450000,21,58,70,"France",1,1,3,57,56,55,61,60,4,1000,876,190,75,990000
"1440",275000,21,56,64,"Spain",1,1,2,55,58,55,59,53,11,1000,874,189,77,633000
"1441",975000,18,63,76,"Congo DR",1,1,2,65,60,58,64,61,9,700,873,193,94,2500000
"1442",3e+05,24,59,65,"India",1,1,2,57,58,57,60,59,8,500,872,187,78,465000
"1443",425000,25,62,66,"Netherlands",1,1,3,64,57,56,61,63,7,1000,872,198,86,648000
"1444",325000,17,56,74,"United States",1,0,2,54,56,52,57,56,7,500,872,200,92,821000
"1445",1e+06,22,63,75,"Germany",1,1,4,65,65,61,63,64,7,650,871,188,80,1700000
"1446",150000,20,52,62,"Scotland",1,1,3,50,52,53,49,52,5,600,871,196,75,293000
"1447",425000,20,59,70,"Luxembourg",1,0,2,58,61,59,61,60,9,800,871,188,78,744000
"1448",750000,20,62,72,"Spain",1,1,2,69,63,66,58,60,7,2000,870,190,80,1700000
"1449",475000,20,58,75,"England",1,1,3,59,58,54,59,58,6,3000,869,201,80,1200000
"1450",240000,20,55,65,"Chile",1,1,1,57,56,52,50,54,8,900,869,181,76,384000
"1451",2e+05,20,53,68,"England",1,1,2,48,55,58,50,57,10,2000,868,184,74,505000
"1452",325000,23,57,65,"England",1,1,3,57,59,55,56,58,6,5000,868,185,75,650000
"1453",350000,21,57,69,"Netherlands",1,1,2,58,55,57,58,55,8,850,867,199,95,578000
"1454",4e+05,18,58,73,"Portugal",1,1,2,56,59,67,60,61,6,500,867,195,80,1100000
"1455",475000,19,59,73,"Germany",1,1,3,62,59,57,57,64,7,750,867,191,82,1100000
"1456",350000,19,57,71,"Sweden",1,1,2,62,55,56,50,60,6,750,867,183,73,744000
"1457",275000,18,53,76,"Italy",1,1,2,53,54,47,50,53,6,500,867,183,70,633000
"1458",275000,18,55,74,"Russia",1,1,3,58,49,57,55,56,5,500,866,184,78,612000
"1459",170000,20,52,66,"England",1,1,1,51,53,49,50,51,13,1000,866,185,75,429000
"1460",3e+05,17,55,75,"Russia",1,1,2,54,58,59,54,55,7,500,865,193,88,780000
"1461",375000,20,58,68,"France",1,0,2,61,58,54,57,58,7,2000,865,178,73,825000
"1462",325000,23,57,65,"France",1,1,3,61,62,53,53,56,12,700,863,185,80,634000
"1463",5e+05,18,59,76,"Sweden",1,1,2,66,56,58,57,61,8,500,863,187,75,938000
"1464",450000,17,58,77,"Greece",1,1,4,62,59,58,59,58,7,500,862,186,74,979000
"1465",2e+05,20,54,64,"Germany",1,1,3,57,49,51,52,60,9,2000,862,188,86,360000
"1466",275000,18,54,74,"Finland",1,1,2,57,55,56,50,56,6,1000,862,200,84,784000
"1467",4e+05,26,62,65,"Germany",1,0,4,63,62,53,60,65,10,1000,862,195,88,610000
"1468",275000,21,56,67,"Norway",1,1,2,58,56,52,57,57,8,500,861,190,76,399000
"1469",220000,19,54,67,"Denmark",1,1,3,54,56,53,50,56,8,1000,861,189,75,556000
"1470",150000,20,52,61,"Armenia",1,1,2,58,57,47,42,54,8,2000,861,182,76,315000
"1471",9e+05,20,63,73,"Portugal",1,1,2,62,64,57,67,56,8,2000,859,188,82,2100000
"1472",130000,19,51,68,"Canada",1,1,2,54,50,54,53,46,8,500,859,188,84,270000
"1474",5e+05,18,58,78,"Ecuador",1,1,2,60,52,58,52,60,9,500,858,180,70,1600000
"1475",3e+05,20,57,65,"France",1,1,2,59,56,61,57,62,9,1000,857,194,85,660000
"1476",3e+05,20,55,72,"England",1,1,2,55,54,58,53,56,8,2000,856,189,70,758000
"1477",250000,21,55,65,"England",1,1,2,56,56,57,56,57,5,1000,854,189,77,488000
"1478",450000,18,58,74,"Germany",1,1,2,61,57,53,58,62,8,500,854,186,90,934000
"1479",475000,20,59,73,"Germany",1,1,2,60,58,56,55,60,6,2000,854,192,89,1200000
"1480",250000,17,55,69,"Netherlands",1,1,2,52,60,47,52,59,9,500,854,188,70,519000
"1481",190000,18,53,68,"Italy",1,1,1,48,54,60,55,51,5,550,853,192,80,442000
"1482",230000,20,54,67,"Australia",1,1,3,57,54,51,51,57,9,500,853,185,78,431000
"1483",250000,22,55,65,"England",1,1,3,59,58,54,46,56,10,1000,853,185,70,488000
"1484",450000,18,58,76,"Germany",1,1,2,60,54,57,54,62,5,700,853,190,82,1e+06
"1485",1e+05,20,51,58,"China PR",1,1,3,55,52,46,52,46,13,1000,852,186,75,175000
"1486",120000,20,51,66,"Korea Republic",1,1,2,49,50,51,48,55,10,500,852,190,85,225000
"1487",875000,18,63,73,"Czech Republic",1,1,2,68,61,59,66,64,8,500,851,197,93,1900000
"1488",110000,19,48,65,"England",1,1,2,52,49,49,43,48,9,1000,850,180,72,278000
"1489",5e+05,18,59,77,"England",1,1,2,60,57,59,57,59,5,500,849,191,78,1200000
"1490",130000,27,55,59,"Sweden",1,1,2,57,58,55,56,55,9,550,848,188,78,172000
"1491",240000,24,56,63,"Australia",1,1,2,60,60,52,53,57,7,1000,847,192,80,348000
"1492",350000,19,57,71,"England",1,1,2,55,56,60,61,59,6,750,846,184,80,866000
"1493",425000,20,59,69,"Netherlands",1,1,2,59,59,55,58,58,9,800,845,185,74,701000
"1494",425000,19,59,70,"Austria",1,1,2,60,61,60,58,60,6,1000,845,186,84,765000
"1495",110000,22,55,66,"England",1,1,1,57,56,53,55,58,10,1000,844,183,74,215000
"1496",140000,27,56,59,"Trinidad and Tobago",1,1,1,53,52,50,55,70,9,1000,844,191,88,221000
"1497",3e+05,19,56,71,"England",1,1,3,56,58,53,52,58,6,700,842,192,82,743000
"1498",5e+05,19,60,75,"Hungary",1,1,2,62,59,55,59,66,5,550,842,190,81,1400000
"1499",3e+05,18,56,69,"Germany",1,1,2,59,54,52,49,61,8,500,842,190,80,623000
"1500",250000,19,55,70,"Finland",1,1,2,57,54,57,51,60,5,2000,841,196,76,631000
"1501",275000,18,54,74,"United States",1,0,1,56,52,51,54,59,7,500,841,175,75,688000
"1502",160000,21,52,61,"Romania",1,1,2,51,55,54,50,52,5,850,841,193,88,248000
"1503",4e+05,18,58,72,"Spain",1,1,3,60,59,58,56,60,7,500,839,190,74,850000
"1504",275000,20,55,68,"Turkey",1,1,3,53,54,50,53,58,7,1000,839,192,86,722000
"1505",180000,21,53,63,"Poland",1,1,2,53,52,51,51,52,5,500,838,196,80,423000
"1506",180000,19,52,70,"Denmark",1,1,2,55,52,52,50,56,10,700,838,185,71,338000
"1507",120000,16,51,64,"Republic of Ireland",1,1,3,57,53,55,43,54,10,500,838,182,76,285000
"1508",450000,22,59,67,"Sweden",1,1,3,61,59,57,58,59,6,850,838,197,82,653000
"1509",110000,19,50,68,"Australia",1,1,2,54,52,53,47,51,7,500,837,177,72,206000
"1510",325000,18,57,71,"Netherlands",1,0,3,56,54,57,55,60,8,500,836,192,80,674000
"1511",90000,17,50,65,"Spain",1,1,3,57,49,48,41,51,10,500,834,194,85,187000
"1512",2e+05,20,53,66,"England",1,1,3,52,51,52,52,54,9,850,833,188,78,475000
"1513",350000,17,57,73,"Poland",1,1,2,62,56,54,57,62,6,500,833,190,77,691000
"1514",525000,20,60,72,"Germany",1,1,2,60,58,56,59,63,6,2000,831,192,83,998000
"1515",475000,19,58,75,"England",1,1,3,59,58,56,54,62,9,2000,830,185,76,1200000
"1516",240000,25,58,63,"Korea Republic",1,1,2,58,58,47,54,61,7,1000,829,189,78,318000
"1517",1e+05,20,49,64,"Italy",1,1,2,49,51,44,45,50,6,850,828,184,83,238000
"1518",2e+05,20,54,65,"England",1,1,2,54,54,52,54,53,9,1000,827,188,74,390000
"1519",130000,17,51,68,"Australia",1,1,2,55,51,55,46,53,9,500,827,182,74,244000
"1520",250000,19,54,73,"England",1,1,2,56,54,53,53,52,8,500,826,189,75,619000
"1521",2e+05,21,53,66,"Australia",1,1,2,52,51,51,52,53,6,900,824,188,70,375000
"1522",180000,18,52,68,"Sweden",1,1,3,51,52,54,55,50,9,500,821,187,72,338000
"1523",130000,17,51,68,"England",1,1,3,50,52,50,50,51,6,500,820,187,84,309000
"1524",130000,21,51,63,"England",1,1,2,47,48,53,52,52,15,850,820,183,73,254000
"1525",650000,22,61,71,"Netherlands",1,1,2,61,60,42,61,62,10,2000,819,185,76,1400000
"1526",80000,17,48,59,"Republic of Ireland",1,1,2,49,47,47,43,51,5,500,817,180,76,140000
"1527",210000,23,54,63,"United States",1,1,2,56,48,60,50,57,5,800,816,191,93,357000
"1528",425000,19,58,73,"Bosnia and Herzegovina",1,0,2,55,59,60,55,66,6,850,816,192,80,1e+06
"1529",275000,19,54,74,"Italy",1,1,2,57,59,58,49,59,7,2000,815,193,80,743000
"1530",275000,18,55,73,"Australia",1,1,2,53,55,53,56,59,7,500,815,189,87,516000
"1532",220000,17,51,77,"United States",1,1,2,58,50,52,49,49,8,500,813,191,77,539000
"1533",210000,19,53,71,"Scotland",1,1,2,57,55,54,52,56,6,500,813,188,70,499000
"1534",130000,17,48,73,"United States",1,0,2,51,45,59,42,53,7,500,811,195,95,325000
"1535",170000,17,51,74,"Australia",1,1,1,54,52,52,43,52,6,500,810,180,68,383000
"1536",120000,19,50,70,"Switzerland",1,1,2,49,53,50,48,50,7,500,810,187,76,294000
"1537",120000,20,51,63,"Poland",1,1,2,50,52,51,51,52,9,800,806,187,87,234000
"1538",60000,22,52,60,"United States",1,1,3,54,52,57,53,55,13,600,805,190,77,87000
"1539",120000,20,51,64,"New Zealand",1,1,3,51,53,52,49,50,7,2000,805,196,80,303000
"1540",170000,21,52,66,"Russia",1,1,2,50,52,59,45,57,6,3000,805,197,84,378000
"1541",170000,19,52,66,"Germany",1,1,3,53,45,47,52,57,6,650,803,188,83,361000
"1542",375000,20,58,69,"Germany",1,1,2,59,60,56,55,61,5,950,802,195,85,656000
"1544",180000,20,53,63,"Romania",1,1,2,57,52,53,48,58,5,550,778,194,86,279000
"1545",1e+05,19,47,60,"China PR",1,1,2,49,48,45,38,52,21,700,770,180,71,223000
"1546",110000,18,47,67,"India",1,1,3,49,41,39,45,49,7,500,754,186,74,259000
